,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Outlet_Sales,High,Medium,Small,Tier 1,Tier 2,Tier 3
2041,FDU10,10.1,1,0.045763062,7,38.4848,1,1999,1,633.8416,0,1,0,1,0,0
2042,NCS38,8.6,0,0.090558833,5,112.6176,2,2009,2,3091.9752,0,1,0,0,0,1
2043,FDQ16,19.7,0,0.041703666,8,109.1912,4,1987,1,1637.868,1,0,0,0,0,1
2044,FDS40,15.35,0,0.014098693,8,37.219,7,2007,1,805.618,0,1,0,0,1,0
2045,FDE36,5.26,1,0.042008667,6,162.6868,7,2007,1,3767.0964,0,1,0,0,1,0
2046,FDV31,9.8,0,0.106933748,4,175.337,6,2002,1,529.311,0,1,0,0,1,0
2047,NCD42,16.5,0,0.012663476,10,39.3506,6,2002,1,645.1602,0,1,0,0,1,0
2048,FDT20,10.5,0,0.041387618,4,40.1164,9,2004,1,849.5608,0,0,1,0,1,0
2049,NCN19,13.1,0,0.012148836,15,191.353,2,2009,2,1328.271,0,1,0,0,0,1
2050,FDW21,17.6,1,0.005935001,7,98.8358,5,1985,4,2010.716,0,1,0,0,0,1
2051,FDF34,9.3,1,0.014047825,7,196.5084,6,2002,1,4364.9848,0,1,0,0,1,0
2052,FDI28,14.3,0,0.026375082,8,79.6302,6,2002,1,792.302,0,1,0,0,1,0
2053,FDG44,17.6,0,0.0,4,55.7298,5,1985,4,2804.3496,0,1,0,0,0,1
2054,DRF60,10.8,0,0.052174319,2,240.3564,6,2002,1,4290.4152,0,1,0,0,1,0
2055,FDQ36,17.6,1,0.0,6,38.1848,10,1985,3,37.2848,0,0,1,1,0,0
2056,FDP34,12.85,0,0.137786856,7,157.763,2,2009,2,2659.871,0,1,0,0,0,1
2057,FDA20,6.78,0,0.066608487,4,184.624,9,2004,1,5406.296,0,0,1,0,1,0
2058,FDE41,9.195,1,0.064002068,8,85.5566,9,2004,1,930.1226,0,0,1,0,1,0
2059,DRK47,7.905,0,0.06406438,11,229.2694,8,1997,1,1826.9552,0,0,1,1,0,0
2060,FDY10,17.6,0,0.049345425,7,115.4176,7,2007,1,1145.176,0,1,0,0,1,0
2061,FDI02,15.7,1,0.11521312,12,112.0202,7,2007,1,3150.5656,0,1,0,0,1,0
2062,FDE41,17.6,1,0.0,8,83.7566,10,1985,3,253.6698,0,0,1,1,0,0
2063,FDZ52,19.2,0,0.099991245,8,112.7886,4,1987,1,1779.0176,1,0,0,0,0,1
2064,FDG50,7.405,0,0.015334003,12,92.7146,2,2009,2,1185.7898,0,1,0,0,0,1
2065,DRL01,19.5,1,0.129170642,2,233.9958,3,1998,3,467.3916,0,1,0,0,0,1
2066,FDV48,9.195,1,0.051908824,6,78.1644,7,2007,1,1414.1592,0,1,0,0,1,0
2067,FDR48,11.65,0,0.131770922,6,151.1024,6,2002,1,1518.024,0,1,0,0,1,0
2068,NCD54,21.1,0,0.028984804,5,146.1786,4,1987,1,3034.0506,1,0,0,0,0,1
2069,NCT54,8.695,0,0.120211747,5,93.2094,7,2007,1,666.4658,0,1,0,0,1,0
2070,FDH02,7.27,1,0.02076385,12,89.0488,4,1987,1,181.0976,1,0,0,0,0,1
2071,NCD43,8.85,0,0.016006626,5,105.6964,4,1987,1,210.3928,1,0,0,0,0,1
2072,FDE46,18.6,0,0.015766712,7,152.9366,9,2004,1,1662.5026,0,0,1,0,1,0
2073,NCO42,17.6,0,0.024536199,5,144.6102,5,1985,4,3791.0652,0,1,0,0,0,1
2074,FDR40,9.1,1,0.008046878,8,78.7618,1,1999,1,402.809,0,1,0,1,0,0
2075,FDG24,7.975,0,0.014653896,6,82.425,1,1999,1,749.025,0,1,0,1,0,0
2076,NCO17,10.0,0,0.073794811,10,121.444,7,2007,1,2516.724,0,1,0,0,1,0
2077,FDF22,6.865,0,0.056830682,7,214.0218,8,1997,1,5556.7668,0,0,1,1,0,0
2078,FDC59,16.7,1,0.054618573,14,65.5168,9,2004,1,1022.6688,0,0,1,0,1,0
2079,NCY18,7.285,0,0.052141447,5,174.9054,3,1998,3,525.3162,0,1,0,0,0,1
2080,DRE48,8.43,0,0.017360867,2,196.2768,6,2002,1,1576.6144,0,1,0,0,1,0
2081,FDV60,20.2,1,0.196438668,6,194.611,3,1998,3,392.822,0,1,0,0,0,1
2082,FDB56,8.75,1,0.074743226,4,187.6556,1,1999,1,5257.1568,0,1,0,1,0,0
2083,FDL20,17.6,0,0.127792701,4,111.1886,5,1985,4,4447.544,0,1,0,0,0,1
2084,NCZ53,17.6,0,0.024358634,10,190.4214,5,1985,4,5652.642,0,1,0,0,0,1
2085,DRM35,9.695,0,0.070431235,11,177.5344,9,2004,1,3033.3848,0,0,1,0,1,0
2086,FDV16,7.75,1,0.082930699,8,35.2558,8,1997,1,780.9834,0,0,1,1,0,0
2087,FDY19,19.75,0,0.041330512,4,115.8466,4,1987,1,2474.7786,1,0,0,0,0,1
2088,FDY12,9.8,1,0.235354055,6,50.8008,3,1998,3,101.2016,0,1,0,0,0,1
2089,FDM15,11.8,1,0.057746382,3,152.4366,7,2007,1,3929.5516,0,1,0,0,1,0
2090,FDP12,9.8,1,0.045337184,6,36.8874,1,1999,1,564.5984,0,1,0,1,0,0
2091,FDT21,7.42,0,0.020374875,7,248.0092,4,1987,1,1245.046,1,0,0,0,0,1
2092,DRE49,20.75,0,0.035568147,2,151.8024,3,1998,3,151.8024,0,1,0,0,0,1
2093,FDN16,12.6,1,0.062797771,8,103.999,1,1999,1,825.592,0,1,0,1,0,0
2094,FDE04,19.75,1,0.018096488,8,179.566,2,2009,2,2696.49,0,1,0,0,0,1
2095,FDC51,10.895,1,0.009613854,1,122.973,4,1987,1,1231.73,1,0,0,0,0,1
2096,FDO04,16.6,0,0.026645307,8,53.5614,2,2009,2,939.4438,0,1,0,0,0,1
2097,FDD41,6.765,1,0.087753682,8,105.3306,7,2007,1,2090.612,0,1,0,0,1,0
2098,FDI45,13.1,0,0.037657459,4,175.8054,6,2002,1,2801.6864,0,1,0,0,1,0
2099,NCB18,17.6,0,0.041091215,5,89.5514,5,1985,4,3364.9532,0,1,0,0,0,1
2100,FDW51,6.155,1,0.095195306,3,213.956,7,2007,1,2343.616,0,1,0,0,1,0
2101,NCK07,10.65,0,0.048686689,15,164.1526,8,1997,1,1808.9786,0,0,1,1,0,0
2102,FDZ45,17.6,0,0.117091213,7,197.9084,10,1985,3,992.042,0,0,1,1,0,0
2103,FDB37,20.25,1,0.022940826,6,241.8538,8,1997,1,5768.4912,0,0,1,1,0,0
2104,FDZ60,20.5,0,0.119339241,6,106.0596,9,2004,1,970.7364,0,0,1,0,1,0
2105,FDN04,11.8,1,0.014075334,8,176.8344,4,1987,1,3568.688,1,0,0,0,0,1
2106,FDW47,15.0,0,0.046336634,13,120.0414,4,1987,1,3533.4006,1,0,0,0,0,1
2107,FDB17,13.15,0,0.036641589,8,180.7976,4,1987,1,6157.3184,1,0,0,0,0,1
2108,FDR56,15.5,1,0.101176316,4,198.9768,2,2009,2,4729.8432,0,1,0,0,0,1
2109,FDU55,17.6,0,0.035737373,4,260.6278,5,1985,4,9371.8008,0,1,0,0,0,1
2110,FDH40,11.6,1,0.079376029,8,81.7276,7,2007,1,1949.4624,0,1,0,0,1,0
2111,FDH05,14.35,1,0.091054989,8,231.8984,1,1999,1,4633.968,0,1,0,1,0,0
2112,FDX58,13.15,0,0.043852434,7,182.695,6,2002,1,4211.185,0,1,0,0,1,0
2113,FDC51,10.895,1,0.009620042,1,121.673,9,2004,1,1970.768,0,0,1,0,1,0
2114,NCR05,10.1,0,0.054939848,10,199.5084,7,2007,1,3372.9428,0,1,0,0,1,0
2115,DRH25,18.7,0,0.014675574,2,50.8324,7,2007,1,934.7832,0,1,0,0,1,0
2116,NCR53,12.15,0,0.14526636,10,224.0404,1,1999,1,3375.606,0,1,0,1,0,0
2117,FDS04,10.195,1,0.146662938,8,138.6838,8,1997,1,2388.2246,0,0,1,1,0,0
2118,FDC03,8.575,1,0.071786706,1,193.3794,4,1987,1,780.3176,1,0,0,0,0,1
2119,FDP44,16.5,1,0.133424184,4,102.2332,3,1998,3,102.5332,0,1,0,0,0,1
2120,FDK16,9.065,0,0.115799592,8,95.3094,2,2009,2,1713.7692,0,1,0,0,0,1
2121,NCC30,16.6,0,0.027579198,5,178.7344,8,1997,1,1605.9096,0,0,1,1,0,0
2122,FDZ26,11.6,1,0.241055611,1,238.5222,3,1998,3,717.0666,0,1,0,0,0,1
2123,NCO54,19.5,0,0.014332439,5,57.1614,2,2009,2,1381.535,0,1,0,0,0,1
2124,NCP41,16.6,0,0.027133398,10,106.2596,3,1998,3,215.7192,0,1,0,0,0,1
2125,DRE27,11.85,0,0.132876847,1,98.0726,1,1999,1,1076.5986,0,1,0,1,0,0
2126,FDQ10,12.85,0,0.03315162,7,170.6422,4,1987,1,2931.5174,1,0,0,0,0,1
2127,NCU42,9.0,0,0.019536981,5,170.0474,1,1999,1,4211.185,0,1,0,1,0,0
2128,FDX43,5.655,0,0.085258864,4,165.85,9,2004,1,1830.95,0,0,1,0,1,0
2129,NCD19,8.93,0,0.013179388,5,55.1614,8,1997,1,939.4438,0,0,1,1,0,0
2130,NCI54,15.2,0,0.033592687,5,108.1912,9,2004,1,1856.2504,0,0,1,0,1,0
2131,FDS37,7.655,0,0.05346916,12,114.1492,3,1998,3,115.8492,0,1,0,0,0,1
2132,FDO25,17.6,0,0.126831854,12,209.027,5,1985,4,4613.994,0,1,0,0,0,1
2133,FDS57,15.5,0,0.103603094,7,143.547,1,1999,1,1431.47,0,1,0,1,0,0
2134,FDI52,18.7,0,0.104840884,8,122.1072,1,1999,1,490.0288,0,1,0,1,0,0
2135,DRK12,9.5,0,0.042056944,2,31.89,2,2009,2,366.19,0,1,0,0,0,1
2136,FDG40,13.65,0,0.040049609,8,34.4558,7,2007,1,611.2044,0,1,0,0,1,0
2137,FDU49,19.5,1,0.03075661,12,86.254,6,2002,1,2163.85,0,1,0,0,1,0
2138,FDR49,8.71,0,0.0,12,46.5376,4,1987,1,575.2512,1,0,0,0,0,1
2139,FDF40,17.6,1,0.03941584,1,247.8092,10,1985,3,498.0184,0,0,1,1,0,0
2140,DRE03,19.6,0,0.024363939,1,46.3718,7,2007,1,661.8052,0,1,0,0,1,0
2141,FDR55,17.6,1,0.131443921,4,189.1872,5,1985,4,5294.4416,0,1,0,0,0,1
2142,NCU05,11.8,0,0.058725131,10,82.3618,9,2004,1,1208.427,0,0,1,0,1,0
2143,FDR36,6.715,1,0.122274118,6,40.3454,7,2007,1,838.908,0,1,0,0,1,0
2144,NCM30,19.1,0,0.067239404,5,39.6796,4,1987,1,660.4736,1,0,0,0,0,1
2145,FDH24,20.7,0,0.021464454,6,156.6288,1,1999,1,3928.22,0,1,0,1,0,0
2146,DRO47,10.195,0,0.112681821,11,113.986,2,2009,2,452.744,0,1,0,0,0,1
2147,FDQ49,20.2,1,0.039469737,9,155.163,7,2007,1,782.315,0,1,0,0,1,0
2148,DRJ37,10.8,0,0.061101383,2,151.9024,8,1997,1,2580.6408,0,0,1,1,0,0
2149,NCJ42,19.75,0,0.014359584,5,100.8332,2,2009,2,1537.998,0,1,0,0,0,1
2150,FDD05,19.35,0,0.016637301,8,120.9098,1,1999,1,1687.1372,0,1,0,1,0,0
2151,FDC39,7.405,0,0.159843921,1,206.6296,2,2009,2,3115.944,0,1,0,0,0,1
2152,NCY06,15.25,0,0.061308889,5,128.8968,6,2002,1,2348.9424,0,1,0,0,1,0
2153,NCS06,17.6,0,0.055566935,5,263.591,10,1985,3,262.991,0,0,1,1,0,0
2154,FDE16,8.895,0,0.026397141,8,207.8954,6,2002,1,3542.7218,0,1,0,0,1,0
2155,NCQ50,18.75,0,0.034307348,5,215.2218,8,1997,1,4701.8796,0,0,1,1,0,0
2156,FDX50,20.1,0,0.074627201,1,110.3228,8,1997,1,1768.3648,0,0,1,1,0,0
2157,NCL41,12.35,0,0.041973712,10,35.7216,7,2007,1,519.324,0,1,0,0,1,0
2158,FDM58,16.85,1,0.080015028,7,111.8544,2,2009,2,1677.816,0,1,0,0,0,1
2159,FDH35,18.25,0,0.10084386,14,166.3526,3,1998,3,164.4526,0,1,0,0,0,1
2160,FDS50,17.0,0,0.055519561,1,219.8114,1,1999,1,1108.557,0,1,0,1,0,0
2161,FDT09,17.6,1,0.012203915,7,133.2284,5,1985,4,4350.3372,0,1,0,0,0,1
2162,FDR60,14.3,0,0.130946374,6,76.7328,2,2009,2,1312.9576,0,1,0,0,0,1
2163,FDG22,17.6,1,0.041381156,7,35.019,8,1997,1,659.142,0,0,1,1,0,0
2164,FDL52,17.6,1,0.04586701,8,37.9506,5,1985,4,910.8144,0,1,0,0,0,1
2165,DRJ39,20.25,0,0.036474041,1,218.3482,2,2009,2,2409.5302,0,1,0,0,0,1
2166,FDW45,18.0,0,0.039231652,7,145.1418,7,2007,1,2648.5524,0,1,0,0,1,0
2167,NCQ38,16.35,0,0.013393537,15,106.028,6,2002,1,1065.28,0,1,0,0,1,0
2168,FDB26,14.0,1,0.031444357,12,53.764,7,2007,1,798.96,0,1,0,0,1,0
2169,DRG48,5.78,0,0.014555066,2,145.2102,8,1997,1,3062.0142,0,0,1,1,0,0
2170,FDH10,21.0,0,0.082526478,7,191.8478,3,1998,3,774.9912,0,1,0,0,0,1
2171,FDP28,13.65,1,0.080765853,8,262.8936,1,1999,1,4958.8784,0,1,0,1,0,0
2172,FDJ44,12.3,1,0.17797002,4,173.1396,3,1998,3,697.7584,0,1,0,0,0,1
2173,FDI07,12.35,1,0.03382933,3,196.9426,6,2002,1,2768.3964,0,1,0,0,1,0
2174,DRJ24,11.8,0,0.11397026,2,185.1924,7,2007,1,2591.2936,0,1,0,0,1,0
2175,DRL47,19.7,0,0.038729457,11,127.3362,9,2004,1,755.0172,0,0,1,0,1,0
2176,FDP38,10.1,0,0.032075379,12,50.9008,4,1987,1,354.2056,1,0,0,0,0,1
2177,FDK02,17.6,0,0.196490902,12,120.544,10,1985,3,479.376,0,0,1,1,0,0
2178,FDO23,17.85,0,0.146305498,13,94.1436,4,1987,1,1607.2412,1,0,0,0,0,1
2179,NCE54,20.7,0,0.026877471,5,74.6354,4,1987,1,1053.2956,1,0,0,0,0,1
2180,FDS52,8.89,0,0.005474515,8,99.7016,8,1997,1,1922.8304,0,0,1,1,0,0
2181,FDW01,14.5,0,0.064048405,12,153.4682,9,2004,1,1677.1502,0,0,1,0,1,0
2182,NCF07,9.0,0,0.032203667,5,100.8016,7,2007,1,1113.2176,0,1,0,0,1,0
2183,DRE15,13.35,0,0.017857847,1,77.5012,2,2009,2,1518.024,0,1,0,0,0,1
2184,FDR58,6.675,0,0.041921462,7,92.3462,8,1997,1,2406.2012,0,0,1,1,0,0
2185,FDL24,10.3,1,0.024875871,6,173.0422,4,1987,1,2069.3064,1,0,0,0,0,1
2186,FDQ25,17.6,1,0.028139761,12,173.7422,5,1985,4,3621.2862,0,1,0,0,0,1
2187,FDX56,17.1,1,0.073997843,4,207.0638,4,1987,1,4969.5312,1,0,0,0,0,1
2188,FDD20,14.15,0,0.020798905,4,123.6046,2,2009,2,1245.046,0,1,0,0,0,1
2189,DRF60,10.8,0,0.052363244,2,236.5564,7,2007,1,5243.8408,0,1,0,0,1,0
2190,FDW13,8.5,0,0.098283459,12,51.3324,2,2009,2,934.7832,0,1,0,0,0,1
2191,FDF09,6.215,0,0.012138795,4,39.2848,4,1987,1,521.9872,1,0,0,0,0,1
2192,FDY45,17.5,0,0.0,7,253.0356,9,2004,1,4578.0408,0,0,1,0,1,0
2193,FDR26,20.7,0,0.042923652,1,178.3028,6,2002,1,1062.6168,0,1,0,0,1,0
2194,FDZ01,8.975,1,0.009058845,12,103.399,8,1997,1,2579.975,0,0,1,1,0,0
2195,FDH53,20.5,1,0.032136417,8,83.9592,3,1998,3,165.1184,0,1,0,0,0,1
2196,FDG52,13.65,0,0.065898197,8,46.1402,2,2009,2,459.402,0,1,0,0,0,1
2197,FDW50,13.1,0,0.075731322,1,167.5158,6,2002,1,1504.0422,0,1,0,0,1,0
2198,FDX49,4.615,1,0.101812521,12,232.23,9,2004,1,5126.66,0,0,1,0,1,0
2199,FDJ44,12.3,1,0.106327251,4,172.8396,8,1997,1,2616.594,0,0,1,1,0,0
2200,NCI31,17.6,0,0.080933328,15,37.519,5,1985,4,842.237,0,1,0,0,0,1
2201,FDZ52,19.2,0,0.100055601,8,112.4886,9,2004,1,1223.0746,0,0,1,0,1,0
2202,FDE17,20.1,1,0.054540159,8,152.1366,1,1999,1,755.683,0,1,0,1,0,0
2203,FDG34,11.5,1,0.037723476,7,109.5254,2,2009,2,1953.4572,0,1,0,0,0,1
2204,FDE26,9.3,0,0.14897741,12,143.0786,3,1998,3,288.9572,0,1,0,0,0,1
2205,FDD56,15.2,1,0.104201019,4,176.5054,2,2009,2,2976.7918,0,1,0,0,0,1
2206,FDR52,12.65,1,0.076198809,8,191.3846,6,2002,1,2675.1844,0,1,0,0,1,0
2207,FDQ13,11.1,0,0.010639596,12,84.1908,9,2004,1,755.0172,0,0,1,0,1,0
2208,NCJ42,17.6,0,0.025039776,5,102.7332,10,1985,3,410.1328,0,0,1,1,0,0
2209,FDH10,17.6,0,0.086326707,7,192.6478,10,1985,3,387.4956,0,0,1,1,0,0
2210,NCG42,19.2,0,0.041220035,5,131.231,9,2004,1,3635.268,0,0,1,0,1,0
2211,FDT31,19.75,0,0.01247354,4,187.5872,6,2002,1,1323.6104,0,1,0,0,1,0
2212,DRD25,6.135,0,0.079132212,2,112.686,6,2002,1,2942.836,0,1,0,0,1,0
2213,FDR35,12.5,0,0.020693809,13,199.1742,9,2004,1,4379.6324,0,0,1,0,1,0
2214,FDL33,7.235,0,0.10016525,7,193.9452,6,2002,1,2936.178,0,1,0,0,1,0
2215,FDT45,15.85,0,0.057302606,7,53.3956,9,2004,1,600.5516,0,0,1,0,1,0
2216,FDT16,9.895,1,0.048761046,8,260.5278,6,2002,1,8851.1452,0,1,0,0,1,0
2217,DRE49,20.75,0,0.0,2,153.0024,9,2004,1,2428.8384,0,0,1,0,1,0
2218,DRF60,10.8,0,0.052149675,2,239.9564,1,1999,1,3813.7024,0,1,0,1,0,0
2219,NCB54,8.76,0,0.050130529,10,128.3336,1,1999,1,2556.672,0,1,0,1,0,0
2220,FDH20,16.1,1,0.024987903,4,97.341,1,1999,1,1255.033,0,1,0,1,0,0
2221,FDA31,7.1,0,0.109990885,4,172.908,9,2004,1,2769.728,0,0,1,0,1,0
2222,FDE33,19.35,1,0.049736267,4,76.8644,6,2002,1,1571.288,0,1,0,0,1,0
2223,FDM12,16.7,1,0.117026714,6,189.2214,3,1998,3,188.4214,0,1,0,0,0,1
2224,FDW44,9.5,1,0.035121963,4,168.6448,4,1987,1,1022.6688,1,0,0,0,0,1
2225,DRE48,8.43,0,0.017311312,2,197.8768,4,1987,1,3744.4592,1,0,0,0,0,1
2226,NCX18,14.15,0,0.008811818,5,196.511,6,2002,1,2749.754,0,1,0,0,1,0
2227,FDA38,5.44,0,0.025583714,1,239.1538,2,2009,2,480.7076,0,1,0,0,0,1
2228,FDQ19,7.35,1,0.014353174,4,242.6512,4,1987,1,969.4048,1,0,0,0,0,1
2229,FDY47,17.6,1,0.054220618,13,129.131,5,1985,4,4933.578,0,1,0,0,0,1
2230,FDE17,20.1,1,0.054410179,8,151.3366,4,1987,1,2720.4588,1,0,0,0,0,1
2231,FDY25,12.0,0,0.033974436,12,181.8976,8,1997,1,4527.44,0,0,1,1,0,0
2232,FDT03,21.25,0,0.009996872,3,185.5608,9,2004,1,3123.9336,0,0,1,0,1,0
2233,FDB49,8.3,1,0.030212499,6,98.0384,6,2002,1,2857.6136,0,1,0,0,1,0
2234,FDL43,10.1,0,0.027217468,3,76.067,7,2007,1,1454.773,0,1,0,0,1,0
2235,FDE47,14.15,0,0.038123176,14,123.5046,7,2007,1,1992.0736,0,1,0,0,1,0
2236,FDS49,9.0,0,0.079506434,12,78.3644,6,2002,1,1728.4168,0,1,0,0,1,0
2237,FDU23,12.15,0,0.021811987,13,163.6184,2,2009,2,2311.6576,0,1,0,0,0,1
2238,FDU38,17.6,0,0.082150145,1,192.9504,5,1985,4,7478.2656,0,1,0,0,0,1
2239,FDV09,17.6,0,0.036012919,7,148.0734,10,1985,3,593.8936,0,0,1,1,0,0
2240,FDR20,20.0,1,0.028167478,4,45.5744,1,1999,1,452.744,0,1,0,1,0,0
2241,FDY11,6.71,1,0.029560451,6,65.8142,8,1997,1,856.8846,0,0,1,1,0,0
2242,FDG40,17.6,0,0.039631495,8,31.9558,5,1985,4,984.7182,0,1,0,0,0,1
2243,FDX20,7.365,0,0.04280099,4,228.372,7,2007,1,2037.348,0,1,0,0,1,0
2244,FDZ27,7.935,0,0.017141985,1,50.035,4,1987,1,149.805,1,0,0,0,0,1
2245,FDH09,12.6,0,0.056394771,16,51.3982,7,2007,1,473.3838,0,1,0,0,1,0
2246,FDG29,17.6,0,0.056379439,8,42.7454,1,1999,1,293.6178,0,1,0,1,0,0
2247,NCA30,19.0,0,0.129534812,5,190.1872,1,1999,1,5105.3544,0,1,0,1,0,0
2248,NCL53,7.5,0,0.036439878,10,175.3028,7,2007,1,3010.7476,0,1,0,0,1,0
2249,DRE15,13.35,0,0.0,1,77.6012,8,1997,1,986.7156,0,0,1,1,0,0
2250,NCS38,8.6,0,0.090191431,5,112.9176,8,1997,1,458.0704,0,0,1,1,0,0
2251,FDY21,17.6,0,0.30374337,7,196.011,10,1985,3,589.233,0,0,1,1,0,0
2252,FDB58,10.5,1,0.022590318,7,140.6154,3,1998,3,283.6308,0,1,0,0,0,1
2253,FDH41,9.0,0,0.082011521,8,213.3534,8,1997,1,1935.4806,0,0,1,1,0,0
2254,DRF23,4.61,0,0.122843005,11,172.4396,1,1999,1,1569.9564,0,1,0,1,0,0
2255,FDE05,10.895,1,0.05432142,8,146.2102,3,1998,3,437.4306,0,1,0,0,0,1
2256,FDY10,17.6,0,0.049144165,7,112.7176,1,1999,1,1717.764,0,1,0,1,0,0
2257,FDS43,11.65,0,0.040577878,4,188.224,1,1999,1,1304.968,0,1,0,1,0,0
2258,NCM30,19.1,0,0.067400032,5,41.9796,1,1999,1,784.3124,0,1,0,1,0,0
2259,FDY49,17.2,1,0.012036432,12,165.7184,6,2002,1,1816.3024,0,1,0,0,1,0
2260,FDN02,16.5,0,0.073977473,12,206.8638,6,2002,1,2070.638,0,1,0,0,1,0
2261,FDP37,15.6,0,0.143396175,9,128.0994,6,2002,1,2184.4898,0,1,0,0,1,0
2262,NCF07,9.0,0,0.03201648,5,99.6016,9,2004,1,1922.8304,0,0,1,0,1,0
2263,FDJ09,15.0,0,0.058346234,7,44.0744,4,1987,1,633.8416,1,0,0,0,0,1
2264,FDO23,17.6,0,0.14571827,13,94.3436,5,1985,4,2269.0464,0,1,0,0,0,1
2265,FDH09,17.6,0,0.055806016,16,52.4982,5,1985,4,1209.7586,0,1,0,0,0,1
2266,FDX34,6.195,0,0.072097449,7,119.3098,1,1999,1,1205.098,0,1,0,1,0,0
2267,FDV60,20.2,1,0.117543713,6,197.311,1,1999,1,3338.987,0,1,0,1,0,0
2268,FDE32,20.7,0,0.048718334,4,38.7506,4,1987,1,227.7036,1,0,0,0,0,1
2269,NCI30,20.25,0,0.0591756,5,245.046,2,2009,2,4680.574,0,1,0,0,0,1
2270,FDS37,7.655,0,0.031918284,12,117.7492,4,1987,1,695.0952,1,0,0,0,0,1
2271,FDC57,17.6,1,0.095587976,4,193.982,10,1985,3,579.246,0,0,1,1,0,0
2272,DRC01,5.92,1,0.019308607,2,49.0692,7,2007,1,1478.076,0,1,0,0,1,0
2273,DRD27,18.75,0,0.023974769,1,99.0042,7,2007,1,694.4294,0,1,0,0,1,0
2274,FDI12,9.395,1,0.100602552,6,88.3856,6,2002,1,703.0848,0,1,0,0,1,0
2275,FDQ33,13.35,0,0.091189915,7,149.3708,9,2004,1,4514.124,0,0,1,0,1,0
2276,FDQ27,17.6,1,0.077480627,3,101.399,10,1985,3,206.398,0,0,1,1,0,0
2277,NCB07,19.2,0,0.129731747,5,196.211,3,1998,3,589.233,0,1,0,0,0,1
2278,FDC08,19.0,1,0.103363904,4,226.172,4,1987,1,3169.208,1,0,0,0,0,1
2279,FDD20,14.15,0,0.020714523,4,124.2046,8,1997,1,2490.092,0,0,1,1,0,0
2280,FDS24,20.85,1,0.062212713,6,88.1514,9,2004,1,1151.1682,0,0,1,0,1,0
2281,FDH34,8.63,0,0.031271134,7,186.0582,7,2007,1,3900.9222,0,1,0,0,1,0
2282,NCX30,16.7,0,0.026729068,5,248.4776,2,2009,2,6439.6176,0,1,0,0,0,1
2283,FDM01,7.895,1,0.094567181,9,104.5332,8,1997,1,1845.5976,0,0,1,1,0,0
2284,FDB20,7.72,0,0.05193741,4,77.9986,4,1987,1,934.7832,1,0,0,0,0,1
2285,NCK29,5.615,0,0.126480422,10,121.573,7,2007,1,3202.498,0,1,0,0,1,0
2286,FDS11,7.05,1,0.055644887,13,224.9088,1,1999,1,2684.5056,0,1,0,1,0,0
2287,NCV41,14.35,0,0.028519419,10,109.2228,3,1998,3,221.0456,0,1,0,0,0,1
2288,DRL60,8.52,0,0.027101431,2,151.7682,1,1999,1,2439.4912,0,1,0,1,0,0
2289,FDV10,7.645,1,0.067083367,7,44.0112,7,2007,1,596.5568,0,1,0,0,1,0
2290,FDV09,12.1,0,0.020652362,7,149.5734,2,2009,2,2227.101,0,1,0,0,0,1
2291,FDQ39,14.8,0,0.081042136,3,192.4846,8,1997,1,5159.2842,0,0,1,1,0,0
2292,DRE49,20.75,0,0.021336565,2,153.6024,2,2009,2,1366.2216,0,1,0,0,0,1
2293,FDR45,10.8,0,0.029001987,7,238.6222,6,2002,1,8604.7992,0,1,0,0,1,0
2294,DRJ23,18.35,0,0.069745165,11,190.2872,3,1998,3,378.1744,0,1,0,0,0,1
2295,FDQ26,13.5,1,0.068148886,1,58.6562,2,2009,2,711.0744,0,1,0,0,0,1
2296,NCA06,20.5,0,0.144094079,5,34.819,7,2007,1,1061.951,0,1,0,0,1,0
2297,FDT24,12.35,1,0.186616421,6,78.6328,2,2009,2,1004.0264,0,1,0,0,0,1
2298,DRG27,8.895,0,0.105323859,1,39.1138,6,2002,1,609.207,0,1,0,0,1,0
2299,FDR02,16.7,0,0.022110425,1,110.8886,6,2002,1,3558.0352,0,1,0,0,1,0
2300,DRG37,16.2,0,0.019374768,2,155.8972,9,2004,1,2025.3636,0,0,1,0,1,0
2301,FDJ07,7.26,0,0.014482278,3,118.115,2,2009,2,1864.24,0,1,0,0,0,1
2302,FDP32,6.65,0,0.087805788,4,126.7678,1,1999,1,1907.517,0,1,0,1,0,0
2303,FDV59,13.35,0,0.048027043,13,218.9166,8,1997,1,5660.6316,0,0,1,1,0,0
2304,FDP60,17.35,0,0.055908268,6,99.8016,9,2004,1,607.2096,0,0,1,0,1,0
2305,FDE32,17.6,0,0.048522793,4,39.6506,5,1985,4,1024.6662,0,1,0,0,0,1
2306,FDK26,5.46,1,0.032359413,12,187.424,7,2007,1,3169.208,0,1,0,0,1,0
2307,FDW28,18.25,0,0.088807455,8,197.3452,9,2004,1,2740.4328,0,0,1,0,1,0
2308,FDP56,8.185,0,0.046556408,4,47.7692,1,1999,1,640.4996,0,1,0,1,0,0
2309,FDT25,7.5,0,0.050750977,12,122.2072,8,1997,1,1960.1152,0,0,1,1,0,0
2310,FDQ12,12.65,0,0.035404052,6,230.601,9,2004,1,2067.309,0,0,1,0,1,0
2311,FDR60,14.3,0,0.130390458,6,77.2328,9,2004,1,231.6984,0,0,1,0,1,0
